# x, y, z, psi, theta
7.72,9.45,9.45,62.87,62.87
7.72,9.45,9.45,62.90,62.90
7.73,9.45,9.45,62.94,62.94
7.73,9.45,9.45,62.97,62.97
7.73,9.46,9.46,63.01,63.01
7.73,9.46,9.46,63.05,63.05
7.74,9.46,9.46,63.08,63.08
7.74,9.46,9.46,63.12,63.12
7.74,9.46,9.46,63.15,63.15
7.74,9.46,9.46,63.19,63.19
7.75,9.46,9.46,63.23,63.23
7.75,9.47,9.47,63.26,63.26
7.75,9.47,9.47,63.30,63.30
7.76,9.47,9.47,63.33,63.33
7.76,9.47,9.47,63.37,63.37
7.76,9.47,9.47,63.41,63.41
7.76,9.47,9.47,63.44,63.44
7.77,9.47,9.47,63.48,63.48
7.77,9.48,9.48,63.51,63.51
7.77,9.48,9.48,63.55,63.55
7.78,9.48,9.48,63.59,63.59
7.78,9.48,9.48,63.62,63.62
7.78,9.48,9.48,63.66,63.66
7.78,9.48,9.48,63.69,63.69
7.79,9.48,9.48,63.73,63.73
7.79,9.48,9.48,63.77,63.77
7.79,9.49,9.49,63.80,63.80
7.80,9.49,9.49,63.84,63.84
7.80,9.49,9.49,63.87,63.87
7.80,9.49,9.49,63.91,63.91
7.80,9.49,9.49,63.95,63.95
7.81,9.49,9.49,63.98,63.98
7.81,9.49,9.49,64.02,64.02
7.81,9.50,9.50,64.05,64.05
7.82,9.50,9.50,64.09,64.09
7.82,9.50,9.50,64.13,64.13
7.82,9.50,9.50,64.16,64.16
7.82,9.50,9.50,64.20,64.20
7.83,9.50,9.50,64.23,64.23
7.83,9.50,9.50,64.27,64.27
7.83,9.51,9.51,64.31,64.31
7.83,9.51,9.51,64.34,64.34
7.84,9.51,9.51,64.38,64.38
7.84,9.51,9.51,64.41,64.41
7.84,9.51,9.51,64.45,64.45
7.85,9.51,9.51,64.49,64.49
7.85,9.51,9.51,64.52,64.52
7.85,9.52,9.52,64.56,64.56
7.85,9.52,9.52,64.59,64.59
7.86,9.52,9.52,64.63,64.63
7.86,9.52,9.52,64.67,64.67
7.86,9.52,9.52,64.70,64.70
7.87,9.52,9.52,64.74,64.74
7.87,9.52,9.52,64.77,64.77
7.87,9.52,9.52,64.81,64.81
7.87,9.53,9.53,64.84,64.84
7.88,9.53,9.53,64.88,64.88
7.88,9.53,9.53,64.92,64.92
7.88,9.53,9.53,64.95,64.95
7.89,9.53,9.53,64.99,64.99
7.89,9.53,9.53,65.02,65.02
7.89,9.53,9.53,65.06,65.06
7.89,9.54,9.54,65.10,65.10
7.90,9.54,9.54,65.13,65.13
7.90,9.54,9.54,65.17,65.17
7.90,9.54,9.54,65.20,65.20
7.91,9.54,9.54,65.24,65.24
7.91,9.54,9.54,65.28,65.28
7.91,9.54,9.54,65.31,65.31
7.91,9.54,9.54,65.35,65.35
7.92,9.55,9.55,65.38,65.38
7.92,9.55,9.55,65.42,65.42
7.92,9.55,9.55,65.46,65.46
7.93,9.55,9.55,65.49,65.49
7.93,9.55,9.55,65.53,65.53
7.93,9.55,9.55,65.56,65.56
7.93,9.55,9.55,65.60,65.60
7.94,9.55,9.55,65.64,65.64
7.94,9.56,9.56,65.67,65.67
7.94,9.56,9.56,65.71,65.71
7.95,9.56,9.56,65.74,65.74
7.95,9.56,9.56,65.78,65.78
7.95,9.56,9.56,65.82,65.82
7.95,9.56,9.56,65.85,65.85
7.96,9.56,9.56,65.89,65.89
7.96,9.57,9.57,65.92,65.92
7.96,9.57,9.57,65.96,65.96
7.97,9.57,9.57,66.00,66.00
7.97,9.57,9.57,66.03,66.03
7.97,9.57,9.57,66.07,66.07
7.97,9.57,9.57,66.10,66.10
7.98,9.57,9.57,66.14,66.14
7.98,9.57,9.57,66.18,66.18
7.98,9.58,9.58,66.21,66.21
7.99,9.58,9.58,66.25,66.25
7.99,9.58,9.58,66.28,66.28
7.99,9.58,9.58,66.32,66.32
7.99,9.58,9.58,66.36,66.36
8.00,9.58,9.58,66.39,66.39
8.00,9.58,9.58,66.43,66.43
8.00,9.58,9.58,66.46,66.46
8.01,9.59,9.59,66.50,66.50
8.01,9.59,9.59,66.54,66.54
8.01,9.59,9.59,66.57,66.57
8.01,9.59,9.59,66.61,66.61
8.02,9.59,9.59,66.64,66.64
8.02,9.59,9.59,66.68,66.68
8.02,9.59,9.59,66.72,66.72
8.03,9.59,9.59,66.75,66.75
8.03,9.60,9.60,66.79,66.79
8.03,9.60,9.60,66.82,66.82
8.04,9.60,9.60,66.86,66.86
8.04,9.60,9.60,66.90,66.90
8.04,9.60,9.60,66.93,66.93
8.04,9.60,9.60,66.97,66.97
8.05,9.60,9.60,67.00,67.00
8.05,9.60,9.60,67.04,67.04
8.05,9.61,9.61,67.08,67.08
8.06,9.61,9.61,67.11,67.11
8.06,9.61,9.61,67.15,67.15
8.06,9.61,9.61,67.18,67.18
8.06,9.61,9.61,67.22,67.22
8.07,9.61,9.61,67.26,67.26
8.07,9.61,9.61,67.29,67.29
8.07,9.61,9.61,67.33,67.33
8.08,9.61,9.61,67.36,67.36
8.08,9.62,9.62,67.40,67.40
8.08,9.62,9.62,67.44,67.44
8.08,9.62,9.62,67.47,67.47
8.09,9.62,9.62,67.51,67.51
8.09,9.62,9.62,67.54,67.54
8.09,9.62,9.62,67.58,67.58
8.10,9.62,9.62,67.62,67.62
8.10,9.62,9.62,67.65,67.65
8.10,9.63,9.63,67.69,67.69
8.10,9.63,9.63,67.72,67.72
8.11,9.63,9.63,67.76,67.76
8.11,9.63,9.63,67.80,67.80
8.11,9.63,9.63,67.83,67.83
8.12,9.63,9.63,67.87,67.87
8.12,9.63,9.63,67.90,67.90
8.12,9.63,9.63,67.94,67.94
8.13,9.64,9.64,67.98,67.98
8.13,9.64,9.64,68.01,68.01
8.13,9.64,9.64,68.05,68.05
8.13,9.64,9.64,68.08,68.08
8.14,9.64,9.64,68.12,68.12
8.14,9.64,9.64,68.16,68.16
8.14,9.64,9.64,68.19,68.19
8.15,9.64,9.64,68.23,68.23
8.15,9.64,9.64,68.26,68.26
8.15,9.65,9.65,68.30,68.30
8.15,9.65,9.65,68.34,68.34
8.16,9.65,9.65,68.37,68.37
8.16,9.65,9.65,68.41,68.41
8.16,9.65,9.65,68.44,68.44
8.17,9.65,9.65,68.48,68.48
8.17,9.65,9.65,68.52,68.52
8.17,9.65,9.65,68.55,68.55
8.17,9.65,9.65,68.59,68.59
8.18,9.66,9.66,68.62,68.62
8.18,9.66,9.66,68.66,68.66
8.18,9.66,9.66,68.70,68.70
8.19,9.66,9.66,68.73,68.73
8.19,9.66,9.66,68.77,68.77
8.19,9.66,9.66,68.80,68.80
8.20,9.66,9.66,68.84,68.84
8.20,9.66,9.66,68.88,68.88
8.20,9.67,9.67,68.91,68.91
8.20,9.67,9.67,68.95,68.95
8.21,9.67,9.67,68.98,68.98
8.21,9.67,9.67,69.02,69.02
8.21,9.67,9.67,69.06,69.06
8.22,9.67,9.67,69.09,69.09
8.22,9.67,9.67,69.13,69.13
8.22,9.67,9.67,69.16,69.16
8.22,9.67,9.67,69.20,69.20
8.23,9.68,9.68,69.24,69.24
8.23,9.68,9.68,69.27,69.27
8.23,9.68,9.68,69.31,69.31
8.24,9.68,9.68,69.34,69.34
8.24,9.68,9.68,69.38,69.38
8.24,9.68,9.68,69.42,69.42
8.24,9.68,9.68,69.45,69.45
8.25,9.68,9.68,69.49,69.49
8.25,9.68,9.68,69.52,69.52
8.25,9.69,9.69,69.56,69.56
8.26,9.69,9.69,69.60,69.60
8.26,9.69,9.69,69.63,69.63
8.26,9.69,9.69,69.67,69.67
8.27,9.69,9.69,69.70,69.70
8.27,9.69,9.69,69.74,69.74
8.27,9.69,9.69,69.78,69.78
8.27,9.69,9.69,69.81,69.81
8.28,9.69,9.69,69.85,69.85
8.28,9.69,9.69,69.88,69.88
8.28,9.70,9.70,69.92,69.92
8.29,9.70,9.70,69.96,69.96
8.29,9.70,9.70,69.99,69.99
8.29,9.70,9.70,70.03,70.03
8.30,9.70,9.70,70.06,70.06
8.30,9.70,9.70,70.10,70.10
8.30,9.70,9.70,70.14,70.14
8.30,9.70,9.70,70.17,70.17
8.31,9.70,9.70,70.21,70.21
8.31,9.71,9.71,70.24,70.24
8.31,9.71,9.71,70.28,70.28
8.32,9.71,9.71,70.32,70.32
8.32,9.71,9.71,70.35,70.35
8.32,9.71,9.71,70.39,70.39
8.32,9.71,9.71,70.42,70.42
8.33,9.71,9.71,70.46,70.46
8.33,9.71,9.71,70.49,70.49
8.33,9.71,9.71,70.53,70.53
8.34,9.72,9.72,70.57,70.57
8.34,9.72,9.72,70.60,70.60
8.34,9.72,9.72,70.64,70.64
8.35,9.72,9.72,70.67,70.67
8.35,9.72,9.72,70.71,70.71
8.35,9.72,9.72,70.75,70.75
8.35,9.72,9.72,70.78,70.78
8.36,9.72,9.72,70.82,70.82
8.36,9.72,9.72,70.85,70.85
8.36,9.72,9.72,70.89,70.89
8.37,9.73,9.73,70.93,70.93
8.37,9.73,9.73,70.96,70.96
8.37,9.73,9.73,71.00,71.00
8.38,9.73,9.73,71.03,71.03
8.38,9.73,9.73,71.07,71.07
8.38,9.73,9.73,71.11,71.11
8.38,9.73,9.73,71.14,71.14
8.39,9.73,9.73,71.18,71.18
8.39,9.73,9.73,71.21,71.21
8.39,9.73,9.73,71.25,71.25
8.40,9.74,9.74,71.29,71.29
8.40,9.74,9.74,71.32,71.32
8.40,9.74,9.74,71.36,71.36
8.40,9.74,9.74,71.39,71.39
8.41,9.74,9.74,71.43,71.43
8.41,9.74,9.74,71.47,71.47
8.41,9.74,9.74,71.50,71.50
8.42,9.74,9.74,71.54,71.54
8.42,9.74,9.74,71.57,71.57
8.42,9.74,9.74,71.61,71.61
8.43,9.75,9.75,71.65,71.65
8.43,9.75,9.75,71.68,71.68
8.43,9.75,9.75,71.72,71.72
8.43,9.75,9.75,71.75,71.75
8.44,9.75,9.75,71.79,71.79
8.44,9.75,9.75,71.83,71.83
8.44,9.75,9.75,71.86,71.86
8.45,9.75,9.75,71.90,71.90
8.45,9.75,9.75,71.93,71.93
8.45,9.75,9.75,71.97,71.97
8.46,9.76,9.76,72.01,72.01
8.46,9.76,9.76,72.04,72.04
8.46,9.76,9.76,72.08,72.08
8.46,9.76,9.76,72.11,72.11
8.47,9.76,9.76,72.15,72.15
8.47,9.76,9.76,72.19,72.19
8.47,9.76,9.76,72.22,72.22
8.48,9.76,9.76,72.26,72.26
8.48,9.76,9.76,72.29,72.29
8.48,9.76,9.76,72.33,72.33
8.49,9.77,9.77,72.37,72.37
8.49,9.77,9.77,72.40,72.40
8.49,9.77,9.77,72.44,72.44
8.49,9.77,9.77,72.47,72.47
8.50,9.77,9.77,72.51,72.51
8.50,9.77,9.77,72.55,72.55
8.50,9.77,9.77,72.58,72.58
8.51,9.77,9.77,72.62,72.62
8.51,9.77,9.77,72.65,72.65
8.51,9.77,9.77,72.69,72.69
8.52,9.77,9.77,72.73,72.73
8.52,9.78,9.78,72.76,72.76
8.52,9.78,9.78,72.80,72.80
8.52,9.78,9.78,72.83,72.83
8.53,9.78,9.78,72.87,72.87
8.53,9.78,9.78,72.91,72.91
8.53,9.78,9.78,72.94,72.94
8.54,9.78,9.78,72.98,72.98
8.54,9.78,9.78,73.01,73.01
8.54,9.78,9.78,73.05,73.05
8.55,9.78,9.78,73.09,73.09
8.55,9.78,9.78,73.12,73.12
8.55,9.79,9.79,73.16,73.16
8.55,9.79,9.79,73.19,73.19
8.56,9.79,9.79,73.23,73.23
8.56,9.79,9.79,73.27,73.27
8.56,9.79,9.79,73.30,73.30
8.57,9.79,9.79,73.34,73.34
8.57,9.79,9.79,73.37,73.37
8.57,9.79,9.79,73.41,73.41
8.58,9.79,9.79,73.45,73.45
8.58,9.79,9.79,73.48,73.48
8.58,9.79,9.79,73.52,73.52
8.58,9.80,9.80,73.55,73.55
8.59,9.80,9.80,73.59,73.59
8.59,9.80,9.80,73.63,73.63
8.59,9.80,9.80,73.66,73.66
8.60,9.80,9.80,73.70,73.70
8.60,9.80,9.80,73.73,73.73
8.60,9.80,9.80,73.77,73.77
8.61,9.80,9.80,73.81,73.81
8.61,9.80,9.80,73.84,73.84
8.61,9.80,9.80,73.88,73.88
8.61,9.80,9.80,73.91,73.91
8.62,9.81,9.81,73.95,73.95
8.62,9.81,9.81,73.99,73.99
8.62,9.81,9.81,74.02,74.02
8.63,9.81,9.81,74.06,74.06
8.63,9.81,9.81,74.09,74.09
8.63,9.81,9.81,74.13,74.13
8.64,9.81,9.81,74.17,74.17
8.64,9.81,9.81,74.20,74.20
8.64,9.81,9.81,74.24,74.24
8.64,9.81,9.81,74.27,74.27
8.65,9.81,9.81,74.31,74.31
8.65,9.81,9.81,74.35,74.35
8.65,9.82,9.82,74.38,74.38
8.66,9.82,9.82,74.42,74.42
8.66,9.82,9.82,74.45,74.45
8.66,9.82,9.82,74.49,74.49
8.67,9.82,9.82,74.53,74.53
8.67,9.82,9.82,74.56,74.56
8.67,9.82,9.82,74.60,74.60
8.68,9.82,9.82,74.63,74.63
8.68,9.82,9.82,74.67,74.67
8.68,9.82,9.82,74.71,74.71
8.68,9.82,9.82,74.74,74.74
8.69,9.82,9.82,74.78,74.78
8.69,9.83,9.83,74.81,74.81
8.69,9.83,9.83,74.85,74.85
8.70,9.83,9.83,74.89,74.89
8.70,9.83,9.83,74.92,74.92
8.70,9.83,9.83,74.96,74.96
8.71,9.83,9.83,74.99,74.99
8.71,9.83,9.83,75.03,75.03
8.71,9.83,9.83,75.07,75.07
8.71,9.83,9.83,75.10,75.10
8.72,9.83,9.83,75.14,75.14
8.72,9.83,9.83,75.17,75.17
8.72,9.83,9.83,75.21,75.21
8.73,9.84,9.84,75.25,75.25
8.73,9.84,9.84,75.28,75.28
8.73,9.84,9.84,75.32,75.32
8.74,9.84,9.84,75.35,75.35
8.74,9.84,9.84,75.39,75.39
8.74,9.84,9.84,75.43,75.43
8.74,9.84,9.84,75.46,75.46
8.75,9.84,9.84,75.50,75.50
8.75,9.84,9.84,75.53,75.53
8.75,9.84,9.84,75.57,75.57
8.76,9.84,9.84,75.61,75.61
8.76,9.84,9.84,75.64,75.64
8.76,9.84,9.84,75.68,75.68
8.77,9.85,9.85,75.71,75.71
8.77,9.85,9.85,75.75,75.75
8.77,9.85,9.85,75.79,75.79
8.78,9.85,9.85,75.82,75.82
8.78,9.85,9.85,75.86,75.86
8.78,9.85,9.85,75.89,75.89
8.78,9.85,9.85,75.93,75.93
8.79,9.85,9.85,75.96,75.96
8.79,9.85,9.85,76.00,76.00
8.79,9.85,9.85,76.04,76.04
8.80,9.85,9.85,76.07,76.07
8.80,9.85,9.85,76.11,76.11
8.80,9.85,9.85,76.14,76.14
8.81,9.86,9.86,76.18,76.18
8.81,9.86,9.86,76.22,76.22
8.81,9.86,9.86,76.25,76.25
8.81,9.86,9.86,76.29,76.29
8.82,9.86,9.86,76.32,76.32
8.82,9.86,9.86,76.36,76.36
8.82,9.86,9.86,76.40,76.40
8.83,9.86,9.86,76.43,76.43
8.83,9.86,9.86,76.47,76.47
8.83,9.86,9.86,76.50,76.50
8.84,9.86,9.86,76.54,76.54
8.84,9.86,9.86,76.58,76.58
8.84,9.86,9.86,76.61,76.61
8.85,9.86,9.86,76.65,76.65
8.85,9.87,9.87,76.68,76.68
8.85,9.87,9.87,76.72,76.72
8.85,9.87,9.87,76.76,76.76
8.86,9.87,9.87,76.79,76.79
8.86,9.87,9.87,76.83,76.83
8.86,9.87,9.87,76.86,76.86
8.87,9.87,9.87,76.90,76.90
8.87,9.87,9.87,76.94,76.94
8.87,9.87,9.87,76.97,76.97
8.88,9.87,9.87,77.01,77.01
8.88,9.87,9.87,77.04,77.04
8.88,9.87,9.87,77.08,77.08
8.89,9.87,9.87,77.12,77.12
8.89,9.87,9.87,77.15,77.15
8.89,9.88,9.88,77.19,77.19
8.89,9.88,9.88,77.22,77.22
8.90,9.88,9.88,77.26,77.26
8.90,9.88,9.88,77.30,77.30
8.90,9.88,9.88,77.33,77.33
8.91,9.88,9.88,77.37,77.37
8.91,9.88,9.88,77.40,77.40
8.91,9.88,9.88,77.44,77.44
8.92,9.88,9.88,77.48,77.48
8.92,9.88,9.88,77.51,77.51
8.92,9.88,9.88,77.55,77.55
8.92,9.88,9.88,77.58,77.58
8.93,9.88,9.88,77.62,77.62
8.93,9.88,9.88,77.66,77.66
8.93,9.89,9.89,77.69,77.69
8.94,9.89,9.89,77.73,77.73
8.94,9.89,9.89,77.76,77.76
8.94,9.89,9.89,77.80,77.80
8.95,9.89,9.89,77.84,77.84
8.95,9.89,9.89,77.87,77.87
8.95,9.89,9.89,77.91,77.91
8.96,9.89,9.89,77.94,77.94
8.96,9.89,9.89,77.98,77.98
8.96,9.89,9.89,78.02,78.02
8.96,9.89,9.89,78.05,78.05
8.97,9.89,9.89,78.09,78.09
8.97,9.89,9.89,78.12,78.12
8.97,9.89,9.89,78.16,78.16
8.98,9.89,9.89,78.20,78.20
8.98,9.89,9.89,78.23,78.23
8.98,9.90,9.90,78.27,78.27
8.99,9.90,9.90,78.30,78.30
8.99,9.90,9.90,78.34,78.34
8.99,9.90,9.90,78.38,78.38
9.00,9.90,9.90,78.41,78.41
9.00,9.90,9.90,78.45,78.45
9.00,9.90,9.90,78.48,78.48
9.00,9.90,9.90,78.52,78.52
9.01,9.90,9.90,78.56,78.56
9.01,9.90,9.90,78.59,78.59
9.01,9.90,9.90,78.63,78.63
9.02,9.90,9.90,78.66,78.66
9.02,9.90,9.90,78.70,78.70
9.02,9.90,9.90,78.74,78.74
9.03,9.90,9.90,78.77,78.77
9.03,9.90,9.90,78.81,78.81
9.03,9.91,9.91,78.84,78.84
9.04,9.91,9.91,78.88,78.88
9.04,9.91,9.91,78.92,78.92
9.04,9.91,9.91,78.95,78.95
9.04,9.91,9.91,78.99,78.99
9.05,9.91,9.91,79.02,79.02
9.05,9.91,9.91,79.06,79.06
9.05,9.91,9.91,79.10,79.10
9.06,9.91,9.91,79.13,79.13
9.06,9.91,9.91,79.17,79.17
9.06,9.91,9.91,79.20,79.20
9.07,9.91,9.91,79.24,79.24
9.07,9.91,9.91,79.28,79.28
9.07,9.91,9.91,79.31,79.31
9.08,9.91,9.91,79.35,79.35
9.08,9.91,9.91,79.38,79.38
9.08,9.91,9.91,79.42,79.42
9.09,9.92,9.92,79.46,79.46
9.09,9.92,9.92,79.49,79.49
9.09,9.92,9.92,79.53,79.53
9.09,9.92,9.92,79.56,79.56
9.10,9.92,9.92,79.60,79.60
9.10,9.92,9.92,79.64,79.64
9.10,9.92,9.92,79.67,79.67
9.11,9.92,9.92,79.71,79.71
9.11,9.92,9.92,79.74,79.74
9.11,9.92,9.92,79.78,79.78
9.12,9.92,9.92,79.82,79.82
9.12,9.92,9.92,79.85,79.85
9.12,9.92,9.92,79.89,79.89
9.13,9.92,9.92,79.92,79.92
9.13,9.92,9.92,79.96,79.96
9.13,9.92,9.92,80.00,80.00
9.13,9.92,9.92,80.03,80.03
9.14,9.93,9.93,80.07,80.07
9.14,9.93,9.93,80.10,80.10
9.14,9.93,9.93,80.14,80.14
9.15,9.93,9.93,80.18,80.18
9.15,9.93,9.93,80.21,80.21
9.15,9.93,9.93,80.25,80.25
9.16,9.93,9.93,80.28,80.28
9.16,9.93,9.93,80.32,80.32
9.16,9.93,9.93,80.36,80.36
9.17,9.93,9.93,80.39,80.39
9.17,9.93,9.93,80.43,80.43
9.17,9.93,9.93,80.46,80.46
9.17,9.93,9.93,80.50,80.50
9.18,9.93,9.93,80.54,80.54
9.18,9.93,9.93,80.57,80.57
9.18,9.93,9.93,80.61,80.61
9.19,9.93,9.93,80.64,80.64
9.19,9.93,9.93,80.68,80.68
9.19,9.93,9.93,80.72,80.72
9.20,9.93,9.93,80.75,80.75
9.20,9.94,9.94,80.79,80.79
9.20,9.94,9.94,80.82,80.82
9.21,9.94,9.94,80.86,80.86
9.21,9.94,9.94,80.90,80.90
9.21,9.94,9.94,80.93,80.93
9.22,9.94,9.94,80.97,80.97
9.22,9.94,9.94,81.00,81.00
9.22,9.94,9.94,81.04,81.04
9.22,9.94,9.94,81.08,81.08
9.23,9.94,9.94,81.11,81.11
9.23,9.94,9.94,81.15,81.15
9.23,9.94,9.94,81.18,81.18
9.24,9.94,9.94,81.22,81.22
9.24,9.94,9.94,81.26,81.26
9.24,9.94,9.94,81.29,81.29
9.25,9.94,9.94,81.33,81.33
9.25,9.94,9.94,81.36,81.36
9.25,9.94,9.94,81.40,81.40
9.26,9.94,9.94,81.44,81.44
9.26,9.94,9.94,81.47,81.47
9.26,9.95,9.95,81.51,81.51
9.26,9.95,9.95,81.54,81.54
9.27,9.95,9.95,81.58,81.58
9.27,9.95,9.95,81.61,81.61
9.27,9.95,9.95,81.65,81.65
9.28,9.95,9.95,81.69,81.69
9.28,9.95,9.95,81.72,81.72
9.28,9.95,9.95,81.76,81.76
9.29,9.95,9.95,81.79,81.79
9.29,9.95,9.95,81.83,81.83
9.29,9.95,9.95,81.87,81.87
9.30,9.95,9.95,81.90,81.90
9.30,9.95,9.95,81.94,81.94
9.30,9.95,9.95,81.97,81.97
9.31,9.95,9.95,82.01,82.01
9.31,9.95,9.95,82.05,82.05
9.31,9.95,9.95,82.08,82.08
9.31,9.95,9.95,82.12,82.12
9.32,9.95,9.95,82.15,82.15
9.32,9.95,9.95,82.19,82.19
9.32,9.95,9.95,82.23,82.23
9.33,9.95,9.95,82.26,82.26
9.33,9.95,9.95,82.30,82.30
9.33,9.96,9.96,82.33,82.33
9.34,9.96,9.96,82.37,82.37
9.34,9.96,9.96,82.41,82.41
9.34,9.96,9.96,82.44,82.44
9.35,9.96,9.96,82.48,82.48
9.35,9.96,9.96,82.51,82.51
9.35,9.96,9.96,82.55,82.55
9.35,9.96,9.96,82.59,82.59
9.36,9.96,9.96,82.62,82.62
9.36,9.96,9.96,82.66,82.66
9.36,9.96,9.96,82.69,82.69
9.37,9.96,9.96,82.73,82.73
9.37,9.96,9.96,82.77,82.77
9.37,9.96,9.96,82.80,82.80
9.38,9.96,9.96,82.84,82.84
9.38,9.96,9.96,82.87,82.87
9.38,9.96,9.96,82.91,82.91
9.39,9.96,9.96,82.95,82.95
9.39,9.96,9.96,82.98,82.98
9.39,9.96,9.96,83.02,83.02
9.40,9.96,9.96,83.05,83.05
9.40,9.96,9.96,83.09,83.09
9.40,9.96,9.96,83.13,83.13
9.40,9.96,9.96,83.16,83.16
9.41,9.96,9.96,83.20,83.20
9.41,9.97,9.97,83.23,83.23
9.41,9.97,9.97,83.27,83.27
9.42,9.97,9.97,83.31,83.31
9.42,9.97,9.97,83.34,83.34
9.42,9.97,9.97,83.38,83.38
9.43,9.97,9.97,83.41,83.41
9.43,9.97,9.97,83.45,83.45
9.43,9.97,9.97,83.49,83.49
9.44,9.97,9.97,83.52,83.52
9.44,9.97,9.97,83.56,83.56
9.44,9.97,9.97,83.59,83.59
9.45,9.97,9.97,83.63,83.63
9.45,9.97,9.97,83.67,83.67
9.45,9.97,9.97,83.70,83.70
9.45,9.97,9.97,83.74,83.74
9.46,9.97,9.97,83.77,83.77
9.46,9.97,9.97,83.81,83.81
9.46,9.97,9.97,83.85,83.85
9.47,9.97,9.97,83.88,83.88
9.47,9.97,9.97,83.92,83.92
9.47,9.97,9.97,83.95,83.95
9.48,9.97,9.97,83.99,83.99
9.48,9.97,9.97,84.03,84.03
9.48,9.97,9.97,84.06,84.06
9.49,9.97,9.97,84.10,84.10
9.49,9.97,9.97,84.13,84.13
9.49,9.97,9.97,84.17,84.17
9.50,9.97,9.97,84.21,84.21
9.50,9.97,9.97,84.24,84.24
9.50,9.98,9.98,84.28,84.28
9.50,9.98,9.98,84.31,84.31
9.51,9.98,9.98,84.35,84.35
9.51,9.98,9.98,84.39,84.39
9.51,9.98,9.98,84.42,84.42
9.52,9.98,9.98,84.46,84.46
9.52,9.98,9.98,84.49,84.49
9.52,9.98,9.98,84.53,84.53
9.53,9.98,9.98,84.57,84.57
9.53,9.98,9.98,84.60,84.60
9.53,9.98,9.98,84.64,84.64
9.54,9.98,9.98,84.67,84.67
9.54,9.98,9.98,84.71,84.71
9.54,9.98,9.98,84.75,84.75
9.55,9.98,9.98,84.78,84.78
9.55,9.98,9.98,84.82,84.82
9.55,9.98,9.98,84.85,84.85
9.55,9.98,9.98,84.89,84.89
9.56,9.98,9.98,84.93,84.93
9.56,9.98,9.98,84.96,84.96
9.56,9.98,9.98,85.00,85.00
9.57,9.98,9.98,85.03,85.03
9.57,9.98,9.98,85.07,85.07
9.57,9.98,9.98,85.11,85.11
9.58,9.98,9.98,85.14,85.14
9.58,9.98,9.98,85.18,85.18
9.58,9.98,9.98,85.21,85.21
9.59,9.98,9.98,85.25,85.25
9.59,9.98,9.98,85.29,85.29
9.59,9.98,9.98,85.32,85.32
9.60,9.98,9.98,85.36,85.36
9.60,9.98,9.98,85.39,85.39
9.60,9.98,9.98,85.43,85.43
9.60,9.98,9.98,85.47,85.47
9.61,9.98,9.98,85.50,85.50
9.61,9.98,9.98,85.54,85.54
9.61,9.99,9.99,85.57,85.57
9.62,9.99,9.99,85.61,85.61
9.62,9.99,9.99,85.65,85.65
9.62,9.99,9.99,85.68,85.68
9.63,9.99,9.99,85.72,85.72
9.63,9.99,9.99,85.75,85.75
9.63,9.99,9.99,85.79,85.79
9.64,9.99,9.99,85.83,85.83
9.64,9.99,9.99,85.86,85.86
9.64,9.99,9.99,85.90,85.90
9.65,9.99,9.99,85.93,85.93
9.65,9.99,9.99,85.97,85.97
9.65,9.99,9.99,86.01,86.01
9.65,9.99,9.99,86.04,86.04
9.66,9.99,9.99,86.08,86.08
9.66,9.99,9.99,86.11,86.11
9.66,9.99,9.99,86.15,86.15
9.67,9.99,9.99,86.19,86.19
9.67,9.99,9.99,86.22,86.22
9.67,9.99,9.99,86.26,86.26
9.68,9.99,9.99,86.29,86.29
9.68,9.99,9.99,86.33,86.33
9.68,9.99,9.99,86.37,86.37
9.69,9.99,9.99,86.40,86.40
9.69,9.99,9.99,86.44,86.44
9.69,9.99,9.99,86.47,86.47
9.70,9.99,9.99,86.51,86.51
9.70,9.99,9.99,86.55,86.55
9.70,9.99,9.99,86.58,86.58
9.70,9.99,9.99,86.62,86.62
9.71,9.99,9.99,86.65,86.65
9.71,9.99,9.99,86.69,86.69
9.71,9.99,9.99,86.73,86.73
9.72,9.99,9.99,86.76,86.76
9.72,9.99,9.99,86.80,86.80
9.72,9.99,9.99,86.83,86.83
9.73,9.99,9.99,86.87,86.87
9.73,9.99,9.99,86.91,86.91
9.73,9.99,9.99,86.94,86.94
9.74,9.99,9.99,86.98,86.98
9.74,9.99,9.99,87.01,87.01
9.74,9.99,9.99,87.05,87.05
9.75,9.99,9.99,87.09,87.09
9.75,9.99,9.99,87.12,87.12
9.75,9.99,9.99,87.16,87.16
9.76,9.99,9.99,87.19,87.19
9.76,9.99,9.99,87.23,87.23
9.76,9.99,9.99,87.26,87.26
9.76,9.99,9.99,87.30,87.30
9.77,9.99,9.99,87.34,87.34
9.77,9.99,9.99,87.37,87.37
9.77,9.99,9.99,87.41,87.41
9.78,10.00,10.00,87.44,87.44
9.78,10.00,10.00,87.48,87.48
9.78,10.00,10.00,87.52,87.52
9.79,10.00,10.00,87.55,87.55
9.79,10.00,10.00,87.59,87.59
9.79,10.00,10.00,87.62,87.62
9.80,10.00,10.00,87.66,87.66
9.80,10.00,10.00,87.70,87.70
9.80,10.00,10.00,87.73,87.73
9.81,10.00,10.00,87.77,87.77
9.81,10.00,10.00,87.80,87.80
9.81,10.00,10.00,87.84,87.84
9.81,10.00,10.00,87.88,87.88
9.82,10.00,10.00,87.91,87.91
9.82,10.00,10.00,87.95,87.95
9.82,10.00,10.00,87.98,87.98
